Name,Objects,Nouns,Adjectives,Size_adjectives,size_noise,color_noise,noun_noise,adj_cost,noun_cost,alpha,global_inc,Language
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,3
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,0
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,1
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,2
exp_color_redundant,"['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,inc,3
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,0
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,1
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,2
exp_size_redundant,"['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,inc,3
