gameid,speakerName,language,roundNum,condition,targetName,correct,gloss,colorMention,sizeMention,UtteranceType,onlyColorMention,onlySizeMention,colorsizeMention,RedundantProperty,SufficientProperty,RedExp3Cat,RedExp2Cat,redundant
7597-b,ülküctsl,CTSL,21,"size 
 sufficient",knife_big_red,1,knife red point(red) big big knife big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,25,"color 
 sufficient",skirt_big_green,1,skirt point(green) big point(green),1,1,color and size,0,0,1,size,color,redundant,redundant,1
7597-b,ülküctsl,CTSL,32,"size 
 sufficient",flower_big_yellow,1,"flower color point(yellow) big, flower big",1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,33,"color 
 sufficient",lipstick_small_pink,1,lipstick color point(pink) lipstick,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,34,"color 
 sufficient",shoe_big_pink,1,shoe color point(pink),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,35,"size 
 sufficient",glove_big_orange,1,"glove wash glove point(orange), glove big",1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,36,"color 
 sufficient",scissors_small_green,1,scissors color point(green) scissors small small,1,1,color and size,0,0,1,size,color,redundant,redundant,1
7597-b,ülküctsl,CTSL,40,"color 
 sufficient",tshirt_small_orange,1,tshirt color point(orange),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,41,"color 
 sufficient",pepper_small_green,1,hot to-stuff pepper color point(green),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,42,"size 
 sufficient",ball_big_purple,1,"ball color point(purple) big, big",1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,43,"color 
 sufficient",tie_big_red,1,tie red point(red) point(brown),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,44,"size 
 sufficient",key_big_silver,1,"key door key big, big",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,45,"size 
 sufficient",cat_small_white,1,cat small body point(teeth) cat body small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,46,"size 
 sufficient",button_big_blue,1,button big point(blue) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,47,"color 
 sufficient",pot_small_blue,1,flames pot small point(blue) pot small,1,1,color and size,0,0,1,size,color,redundant,redundant,1
7597-b,ülküctsl,CTSL,48,"color 
 sufficient",toothbrush_big_green,1,"toothbrush color point(green), toothbrush big",1,1,color and size,0,0,1,size,color,redundant,redundant,1
7597-b,ülküctsl,CTSL,51,"size 
 sufficient",balloon_big_yellow,1,baloon big color point(yellow),1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,54,"color 
 sufficient",umbrella_small_green,1,rain umbrella color point(green) umbrella big,1,1,color and size,0,0,1,size,color,redundant,redundant,1
7597-b,ülküctsl,CTSL,55,"size 
 sufficient",bag_small_blue,1,pencil bag color point(blue) bag small small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
7597-b,ülküctsl,CTSL,57,"color 
 sufficient",lock_big_gold,1,lock color point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
7597-b,ülküctsl,CTSL,58,"size 
 sufficient",clock_big_purple,1,clock color point(purple) clock big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,6,"color 
 sufficient",show_small_yellow,1,shoe color point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,7,"color 
 sufficient",tshirt_small_yellow,1,tshirt point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,9,"color 
 sufficient",lighter_small_black,1,lighter small lighter point(black),1,1,color and size,0,0,1,size,color,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,11,"size 
 sufficient",balloon_big_yellow,1,balloon big point(yellow),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,14,"size 
 sufficient",chair_small_yellow,1,point(chair) chair small small point(yellow),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,17,"color 
 sufficient",toothbrush_small_purple,1,"toothbrush, small toothbrush small point(purple)",1,1,color and size,0,0,1,size,color,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,18,"size 
 sufficient",apple_small_green,1,apple small point(green),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,19,"size 
 sufficient",brush_big_red,1,brush big brush big point(red),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,24,"color 
 sufficient",pants_small_pink,1,pants point(purple),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,26,"color 
 sufficient",scissors_big_blue,1,scissors point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,27,"size 
 sufficient",flower_big_pink,1,flower bloom small not big point(red),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,29,"size 
 sufficient",knife_small_blue,1,knife small knife small point(blue) point(blue),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,30,"size 
 sufficient",clock_big_purple,1,clock ? sleep hour-minute-hand clock small point(blue),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,31,"size 
 sufficient",button_big_blue,1,point(button) stich button stich point(button) stich point(blue) big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,32,"color 
 sufficient",pepper_big_red,1,pepper stuff hot pepper stuff point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,33,"size 
 sufficient",ball_big_yellow,1,"ball ball bounce ball big ball, big ball point(yellow), big point(yellow), big big",1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,34,"color 
 sufficient",lipstick_small_red,1,lipstick point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,36,"color 
 sufficient",socks_big_blue,1,socks big point(blue),1,1,color and size,0,0,1,size,color,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,43,"color 
 sufficient",umbrella_big_blue,1,umbrella rain umbrella rain point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,44,"color 
 sufficient",pot_small_blue,1,pot pot eat pot point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,45,"size 
 sufficient",bag_small_blue,1,bag pencil bag pencil bag small point(blue) small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,47,"size 
 sufficient",car_small_blue,1,car small toy-car point(blue),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,48,"color 
 sufficient",tie_big_red,1,tie point(red),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,49,"size 
 sufficient",key_big_gold,1,"key big key big, key",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
3743-d,yasin(ctsl),CTSL,51,"size 
 sufficient",cat_big_black,1,"cat big big, big point(blue) big, cat",1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,52,"size 
 sufficient",dress_small_green,1,dress small point(green),1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,53,"color 
 sufficient",skirt_big_green,1,skirt big point(green),1,1,color and size,0,0,1,size,color,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,55,"size 
 sufficient",glasses_big_red,1,"glasses, big glasses big point(pink)",1,1,color and size,0,0,1,color,size,redundant,redundant,1
3743-d,yasin(ctsl),CTSL,56,"size 
 sufficient",glove_small_orange,1,glove small point(red),1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,10,"color 
 sufficient",lipstick_small_red,1,lipstick big lipstick not small small small,0,1,only size,0,1,0,size,color,underinformative,not_redundant,0
1535-6,zafer,CTSL,11,"size 
 sufficient",dress_small_green,1,"dress, point(screen), small",0,1,only size,0,1,0,color,size,minimal,not_redundant,0
1535-6,zafer,CTSL,12,"size 
 sufficient",clock_big_purple,1,clock clock ? ? big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
1535-6,zafer,CTSL,14,"color 
 sufficient",pot_big_blue,1,point(blue) point(blue) pot,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,15,"color 
 sufficient",tie_small_red,1,tie red point(red) red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,17,"color 
 sufficient",show_small_yellow,1,shoe point(yellow),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,19,"size 
 sufficient",bag_small_red,1,bag red small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,22,"color 
 sufficient",scissors_small_green,1,scissors scissors point(green),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,25,"color 
 sufficient",toothbrush_big_purple,1,toothbrush point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,26,"size 
 sufficient",car_small_blue,1,"car small point(blue), small",1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,28,"size 
 sufficient",knife_big_red,1,red knife small not big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,29,"size 
 sufficient",glove_big_green,1,glove blue big glove point(green),1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,30,"size 
 sufficient",flower_small_pink,1,flower red flower small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,33,"size 
 sufficient",ball_big_purple,1,ball big one,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
1535-6,zafer,CTSL,34,"size 
 sufficient",baloon_small_pink,1,red baloon small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,35,"color 
 sufficient",lighter_small_black,1,black black lighter black,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,42,"size 
 sufficient",glasses_small_red,1,glasses red small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,45,"color 
 sufficient",socks_big_blue,1,socks point(blue),1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,46,"size 
 sufficient",apple_big_green,1,apple apple big big,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
1535-6,zafer,CTSL,47,"color 
 sufficient",pants_small_pink,1,red pants red pants red,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
1535-6,zafer,CTSL,48,"color 
 sufficient",pepper_small_green,1,pepper small red not,1,1,color and size,0,0,1,size,color,redundant,redundant,1
1535-6,zafer,CTSL,49,"size 
 sufficient",cat_small_white,1,white white small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,51,"size 
 sufficient",button_small_blue,1,blue button three small,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,52,"size 
 sufficient",brush_small_blue,1,paint brush big not small,0,1,only size,0,1,0,color,size,minimal,not_redundant,0
1535-6,zafer,CTSL,57,"size 
 sufficient",chair_big_blue,1,chair blue big one big,1,1,color and size,0,0,1,color,size,redundant,redundant,1
1535-6,zafer,CTSL,60,"color 
 sufficient",skirt_big_green,1,skirt skirt one blue three not skirt one,1,0,only color,1,0,0,size,color,minimal,not_redundant,0
