gameId	roundNumber	condition	response	game
65RDWXStbxX2jsBQ9	1	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	4	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	6	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	7	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	8	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	9	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	10	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	11	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	12	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	13	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	15	scene3	CN	1_BCS
65RDWXStbxX2jsBQ9	16	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	17	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	19	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	22	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	23	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	24	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	25	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	29	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	31	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	33	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	34	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	35	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	36	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	38	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	42	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	44	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	46	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	47	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	48	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	49	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	50	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	51	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	54	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	55	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	56	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	58	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	59	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	61	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	62	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	63	scene4	CN	1_BCS
65RDWXStbxX2jsBQ9	65	scene1	CN	1_BCS
65RDWXStbxX2jsBQ9	66	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	67	scene2	N	1_BCS
65RDWXStbxX2jsBQ9	69	scene3	N	1_BCS
65RDWXStbxX2jsBQ9	70	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	4	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	5	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	9	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	11	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	16	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	17	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	18	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	19	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	21	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	23	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	24	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	26	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	27	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	28	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	29	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	31	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	32	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	34	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	35	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	36	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	37	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	38	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	39	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	41	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	42	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	43	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	44	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	45	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	47	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	48	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	49	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	52	scene2	N	1_BCS
DdjWcaT3Pswz98mfX	54	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	55	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	56	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	57	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	58	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	59	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	60	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	62	scene4	CN	1_BCS
DdjWcaT3Pswz98mfX	63	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	64	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	65	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	67	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	68	scene1	CN	1_BCS
DdjWcaT3Pswz98mfX	70	scene3	N	1_BCS
DdjWcaT3Pswz98mfX	71	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	1	scene1	N	1_BCS
eXCfmTnZXaHrZEHcY	2	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	4	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	8	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	9	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	10	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	11	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	12	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	13	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	14	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	16	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	17	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	19	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	21	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	22	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	23	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	25	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	28	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	30	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	32	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	34	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	38	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	39	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	42	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	43	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	44	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	45	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	46	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	48	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	49	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	50	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	51	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	52	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	53	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	54	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	55	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	56	scene1	CN	1_BCS
eXCfmTnZXaHrZEHcY	57	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	58	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	59	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	61	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	62	scene2	N	1_BCS
eXCfmTnZXaHrZEHcY	64	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	66	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	68	scene3	N	1_BCS
eXCfmTnZXaHrZEHcY	69	scene4	CN	1_BCS
eXCfmTnZXaHrZEHcY	71	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	1	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	3	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	4	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	5	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	6	scene1	NC	1_BCS
CuxzNmNDXZvYiRpfx	10	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	11	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	13	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	14	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	15	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	17	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	18	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	21	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	23	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	24	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	26	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	27	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	30	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	32	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	33	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	34	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	36	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	38	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	44	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	45	scene1	NC	1_BCS
CuxzNmNDXZvYiRpfx	46	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	48	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	51	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	52	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	53	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	54	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	55	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	56	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	57	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	58	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	59	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	60	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	61	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	64	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	65	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	66	scene3	N	1_BCS
CuxzNmNDXZvYiRpfx	67	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	68	scene1	CN	1_BCS
CuxzNmNDXZvYiRpfx	69	scene4	CN	1_BCS
CuxzNmNDXZvYiRpfx	70	scene2	N	1_BCS
CuxzNmNDXZvYiRpfx	71	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	1	scene2	N	1_BCS
MLdT6iXTmZENCegxb	2	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	4	scene3	N	1_BCS
MLdT6iXTmZENCegxb	5	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	6	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	7	scene3	N	1_BCS
MLdT6iXTmZENCegxb	8	scene2	N	1_BCS
MLdT6iXTmZENCegxb	9	scene3	N	1_BCS
MLdT6iXTmZENCegxb	12	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	13	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	18	scene2	N	1_BCS
MLdT6iXTmZENCegxb	22	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	23	scene2	N	1_BCS
MLdT6iXTmZENCegxb	24	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	25	scene3	N	1_BCS
MLdT6iXTmZENCegxb	28	scene3	N	1_BCS
MLdT6iXTmZENCegxb	29	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	30	scene2	N	1_BCS
MLdT6iXTmZENCegxb	32	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	33	scene3	N	1_BCS
MLdT6iXTmZENCegxb	35	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	37	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	38	scene3	N	1_BCS
MLdT6iXTmZENCegxb	40	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	41	scene2	CN	1_BCS
MLdT6iXTmZENCegxb	43	scene3	N	1_BCS
MLdT6iXTmZENCegxb	44	scene2	N	1_BCS
MLdT6iXTmZENCegxb	45	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	47	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	48	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	49	scene2	N	1_BCS
MLdT6iXTmZENCegxb	50	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	51	scene2	N	1_BCS
MLdT6iXTmZENCegxb	53	scene2	N	1_BCS
MLdT6iXTmZENCegxb	54	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	57	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	58	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	59	scene3	N	1_BCS
MLdT6iXTmZENCegxb	60	scene3	N	1_BCS
MLdT6iXTmZENCegxb	61	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	62	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	63	scene4	CN	1_BCS
MLdT6iXTmZENCegxb	64	scene2	N	1_BCS
MLdT6iXTmZENCegxb	66	scene1	CN	1_BCS
MLdT6iXTmZENCegxb	69	scene3	N	1_BCS
wstEpmg47KxRmsFoD	1	scene3	N	1_BCS
wstEpmg47KxRmsFoD	3	scene3	N	1_BCS
wstEpmg47KxRmsFoD	4	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	5	scene3	CN	1_BCS
wstEpmg47KxRmsFoD	6	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	7	scene2	N	1_BCS
wstEpmg47KxRmsFoD	8	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	11	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	12	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	13	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	14	scene2	N	1_BCS
wstEpmg47KxRmsFoD	15	scene2	N	1_BCS
wstEpmg47KxRmsFoD	16	scene2	N	1_BCS
wstEpmg47KxRmsFoD	19	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	20	scene3	N	1_BCS
wstEpmg47KxRmsFoD	21	scene3	N	1_BCS
wstEpmg47KxRmsFoD	23	scene2	N	1_BCS
wstEpmg47KxRmsFoD	24	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	28	scene3	N	1_BCS
wstEpmg47KxRmsFoD	29	scene2	N	1_BCS
wstEpmg47KxRmsFoD	31	scene3	N	1_BCS
wstEpmg47KxRmsFoD	32	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	33	scene3	N	1_BCS
wstEpmg47KxRmsFoD	34	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	35	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	39	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	42	scene2	N	1_BCS
wstEpmg47KxRmsFoD	43	scene2	N	1_BCS
wstEpmg47KxRmsFoD	44	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	45	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	47	scene2	N	1_BCS
wstEpmg47KxRmsFoD	48	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	49	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	50	scene2	N	1_BCS
wstEpmg47KxRmsFoD	51	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	53	scene2	N	1_BCS
wstEpmg47KxRmsFoD	55	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	57	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	60	scene4	CN	1_BCS
wstEpmg47KxRmsFoD	62	scene3	N	1_BCS
wstEpmg47KxRmsFoD	64	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	65	scene3	N	1_BCS
wstEpmg47KxRmsFoD	66	scene2	N	1_BCS
wstEpmg47KxRmsFoD	69	scene1	CN	1_BCS
wstEpmg47KxRmsFoD	70	scene3	N	1_BCS
wstEpmg47KxRmsFoD	71	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	2	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	3	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	4	scene1	N	1_BCS
PKNjXSPT4YCXdHyyv	5	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	6	scene3	CN	1_BCS
PKNjXSPT4YCXdHyyv	7	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	9	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	10	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	11	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	12	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	13	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	14	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	16	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	18	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	19	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	20	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	21	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	22	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	23	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	24	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	28	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	30	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	31	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	32	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	33	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	34	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	35	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	36	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	38	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	40	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	41	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	44	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	45	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	46	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	50	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	51	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	52	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	55	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	56	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	59	scene2	N	1_BCS
PKNjXSPT4YCXdHyyv	61	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	62	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	64	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	65	scene3	N	1_BCS
PKNjXSPT4YCXdHyyv	67	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	69	scene4	CN	1_BCS
PKNjXSPT4YCXdHyyv	71	scene1	CN	1_BCS
PKNjXSPT4YCXdHyyv	72	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	1	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	2	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	3	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	4	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	5	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	6	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	7	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	8	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	9	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	10	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	11	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	14	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	16	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	17	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	18	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	19	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	20	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	21	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	24	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	25	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	26	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	28	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	29	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	31	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	32	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	34	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	36	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	37	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	40	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	43	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	45	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	47	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	49	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	50	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	51	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	52	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	53	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	55	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	56	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	57	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	61	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	62	scene1	N	1_BCS
4GCkBx4Rzrm64aHj3	64	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	65	scene2	N	1_BCS
4GCkBx4Rzrm64aHj3	66	scene3	N	1_BCS
4GCkBx4Rzrm64aHj3	68	scene4	N	1_BCS
4GCkBx4Rzrm64aHj3	70	scene4	N	1_BCS
EQJZXa3gpcpEj8RRQ	12	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	13	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	14	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	15	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	19	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	33	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	37	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	39	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	43	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	44	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	45	scene4	N	1_BCS
EQJZXa3gpcpEj8RRQ	46	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	47	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	50	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	51	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	52	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	53	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	55	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	56	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	57	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	58	scene4	CN	1_BCS
EQJZXa3gpcpEj8RRQ	59	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	60	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	65	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	67	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	68	scene2	N	1_BCS
EQJZXa3gpcpEj8RRQ	69	scene1	CN	1_BCS
EQJZXa3gpcpEj8RRQ	70	scene3	N	1_BCS
EQJZXa3gpcpEj8RRQ	71	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	2	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	3	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	4	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	6	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	9	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	12	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	14	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	17	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	18	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	19	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	20	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	21	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	22	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	23	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	24	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	25	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	26	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	27	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	28	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	29	scene2	CN	1_BCS
b6sw4MdFsDPJtxcQw	30	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	31	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	32	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	33	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	34	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	35	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	36	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	37	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	38	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	39	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	41	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	42	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	45	scene1	CN	1_BCS
b6sw4MdFsDPJtxcQw	47	scene2	N	1_BCS
b6sw4MdFsDPJtxcQw	49	scene4	CN	1_BCS
b6sw4MdFsDPJtxcQw	50	scene3	N	1_BCS
b6sw4MdFsDPJtxcQw	52	scene1	CN	1_BCS
